name,contact_person,phone,mobile_alt,email,location,active_listings,qualified,oglasnik_profil,website,status,notes
Martis real estate agency,,,,martis@martis-nekretnine.hr,Teslina 14/1 Zagreb 14/1 10000 - Zagreb,69,false,https://www.nekretnine.hr/agencije-nekretnina/95063/,http://www.martis-nekretnine.hr,Not Contacted,
Angelus Real Estate,,,,info@angelusnekretnine.hr,"Ulica Petra Preradovića, 18 18 10000 - Zagreb",479,false,https://www.nekretnine.hr/agencije-nekretnina/94009/,http://www.angelusnekretnine.hr,Not Contacted,
Homes and Lands nekretnine,,,,info@homesandlands.eu,Ulica Dominika Andrijaševića 15 10040 - Zagreb,53,false,https://www.nekretnine.hr/agencije-nekretnina/95645/,https://homesandlands.eu/,Not Contacted,
Franklin nekretnine,,,,,Trakošćanska 17 17 10110 - Zagreb,60,false,https://www.nekretnine.hr/agencije-nekretnina/95099/,https://franklin.hr/,Not Contacted,
Zavas nekretnine,,,,,Gotalovečka ulica 8 10110 - Zagreb,167,false,https://www.nekretnine.hr/agencije-nekretnina/95897/,,Not Contacted,
Euro-interijeri,,,,kontakt@euro-interijeri.hr,Ulica Ante Topića Mimare 3A 10090 - Zagreb,74,false,https://www.nekretnine.hr/agencije-nekretnina/94077/,http://www.euro-interijeri.hr,Not Contacted,
Marlimat real estate,,,,,Kneza Branimira 47 47 10000 - Zagreb,324,false,https://www.nekretnine.hr/agencije-nekretnina/94127/,http://www.marlimat.hr,Not Contacted,
Moj dom nekretnine d.o.o.,,,,info@mojdom-nekretnine.hr,"Srebrnjak 19, Zagreb 19 10000 - Zagreb",71,false,https://www.nekretnine.hr/agencije-nekretnina/94357/,http://www.mojdom-nekretnine.hr/,Not Contacted,
Home Finder d.o.o.,,,,info@homefinder.hr,"Samoborska cesta, 251, Zagreb Hrvatska, 10090 251 10090 - Zagreb",533,false,https://www.nekretnine.hr/agencije-nekretnina/96529/,https://homefinder.hr/,Not Contacted,
Basilica nekretnine d.o.o.,,,,basilica@basilica.hr,"Mladena Fiolića 59, 10000 69 10000 - Zagreb",118,false,https://www.nekretnine.hr/agencije-nekretnina/94007/,https://www.basilica.hr,Not Contacted,
ROOTS Real Estate,,,,roots@roots.hr,Pantovčak 7 10000 - Zagreb,185,false,https://www.nekretnine.hr/agencije-nekretnina/97043/,https://roots.hr,Not Contacted,
Kvadar real estate and consulting,,,,info@kvadar-nekretnine.hr,Poljana Zdenka Mikine 1 10000 - Zagreb,321,false,https://www.nekretnine.hr/agencije-nekretnina/93905/,http://kvadar-nekretnine.hr,Not Contacted,
KALS nekretnine,,,,,"Ulica kralja Zvonimira, 73, Zagreb Hrvatska, 10000 73 10000 - Zagreb",107,false,https://www.nekretnine.hr/agencije-nekretnina/95795/,https://kals-nekretnine.hr,Not Contacted,
http://NEKRETNINA.HR,,,,info@nekretnina.hr,Ulica kralja Zvonimira 52 10000 - Zagreb,66,false,https://www.nekretnine.hr/agencije-nekretnina/93697/,http://www.nekretnina.hr/,Not Contacted,
Kastel-Zagreb d.o.o.,,,,kastel@kastel.hr,"Ulica Ivana Gundulića, 56 56 10000 - Zagreb",79,false,https://www.nekretnine.hr/agencije-nekretnina/95191/,https://www.kastel-zagreb.hr/,Not Contacted,
Libela,,,,info@libela.hr,"Ulica kralja Zvonimira, 20, Zagreb Hrvatska, 10000 20 10000 - Zagreb",171,false,https://www.nekretnine.hr/agencije-nekretnina/95711/,https://libela.hr/,Not Contacted,
K2 NEKRETNINE,,,,,Ulica Lavoslava Ružićke 42 10000 - Zagreb,145,false,https://www.nekretnine.hr/agencije-nekretnina/95279/,https://k2nekretnine.com/,Not Contacted,
TOP-SHOP agencija za promet nekretnine,,,,,"Ulica Vladimira Nazora 1, Tuškanac 10000 1 10000 - Zagreb",300,false,https://www.nekretnine.hr/agencije-nekretnina/95393/,http://www.top-shop.hr,Not Contacted,
SKY NEKRETNINE,,,,,Radnička cesta 39 10000 - Zagreb,304,false,https://www.nekretnine.hr/agencije-nekretnina/94511/,http://www.skynekretnine.hr/,Not Contacted,
Best Croatian Properties,,,,office@bestcroatianproperties.com,Savska cesta 41 Zagreb 41 10000 - Zagreb,472,false,https://www.nekretnine.hr/agencije-nekretnina/94891/,http://www.bestcroatianproperties.com,Not Contacted,
Opereta,,,,office@opereta.hr,"Ulica grada Vukovara 20 ,  Zagreb, 10110 20 10110 - Zagreb",2625,false,https://www.nekretnine.hr/agencije-nekretnina/94467/,https://www.opereta.hr,Not Contacted,
Metropola d.o.o.,,,,info@metropola.hr,Preradovićeva 20 13 10000 - Zagreb,223,false,https://www.nekretnine.hr/agencije-nekretnina/94041/,http://metropola.hr/,Not Contacted,
Agathias,,,,,"Zavrtnica, 17, Zagreb Hrvatska, 10000 17 10000 - Zagreb",86,false,https://www.nekretnine.hr/agencije-nekretnina/95611/,https://www.agathias.hr/,Not Contacted,
Mirjana Mikulec Real Estate,,,,,Radnička 37A 37A 10000 - Zagreb,90,false,https://www.nekretnine.hr/agencije-nekretnina/95097/,http://www.nekretnine.mirjanamikulec.hr,Not Contacted,
Timax Real Estate,,,,,Savski gaj II. put 5 10000 - Zagreb,177,false,https://www.nekretnine.hr/agencije-nekretnina/94945/,https://www.timax.hr,Not Contacted,
Parthenon Nekretnine,,,,office@parthenon-nekretnine.hr,"Ulica Dobriše Cesarića, 7, Zagreb Hrvatska, 10090 7 10090 - Zagreb",97,false,https://www.nekretnine.hr/agencije-nekretnina/95589/,https://parthenon-nekretnine.hr/,Not Contacted,
Luva Real Estate,,,,,"Iločka ulica, 1, Zagreb Hrvatska, 10110 1 10110 - Zagreb",541,false,https://www.nekretnine.hr/agencije-nekretnina/96413/,https://www.luvarealestates.com/,Not Contacted,
Europa projekt d.o.o.,,,,info@europaprojekt.hr,"Ulica Brune Bušića, 34, Zagreb Hrvatska, 10020 34 10020 - Zagreb",111,false,https://www.nekretnine.hr/agencije-nekretnina/95579/,http://epnekretnine.hr,Not Contacted,
Clarus - Vlatka Nekretnine,,,,vlatka.ljubenko@gmail.com,Ulica kneza Branimira 29 10000 - Zagreb,88,false,https://www.nekretnine.hr/agencije-nekretnina/95505/,http://www.vlatka-nekretnine.com,Not Contacted,
ROEL,,,,,"Ulica Frana Bošnjakovića, 6, Zagreb Hrvatska, 10000, 6 6 10000 - Zagreb",370,false,https://www.nekretnine.hr/agencije-nekretnina/95529/,https://roel.com.hr,Not Contacted,
MEDIAR REAL ESTATE,,,,info@mediar-nekretnine.hr,Tratinska 26 6 10000 - Zagreb,31,false,https://www.nekretnine.hr/agencije-nekretnina/94645/,http://www.mediar-nekretnine.hr,Not Contacted,
PRIMA NEKRETNINE GRUPA,,,,,"Ilica 129 Zagreb, 10000 7 10163 - Zagreb",446,false,https://www.nekretnine.hr/agencije-nekretnina/94091/,https://prima-nekretnine.hr/,Not Contacted,
Ziher partner,,,,,"Ulica Ivana Kukuljevića Sakcinskog, 36 36 10000 - Zagreb",111,false,https://www.nekretnine.hr/agencije-nekretnina/96333/,,Not Contacted,
AZ nekretnine,,,,,"Donja Pačetina, 58, Sveti Križ Začretje Hrvatska, 49223 6 10110 - Zagreb",83,false,https://www.nekretnine.hr/agencije-nekretnina/95885/,,Not Contacted,
Eurovilla,,,,eurovilla@eurovilla.hr,Gajeva ulica 15 10000 - Zagreb,6895,false,https://www.nekretnine.hr/agencije-nekretnina/94453/,http://www.eurovilla.hr,Not Contacted,
